Company Name,Address,Phone,Email,Web Site
Comfort Inn & Suites Burwood,"117 Liverpool Rd, Burwood NSW 2134",(02) 9744 0521,info@comfortburwood.com.au,http://www.comfortburwood.com.au/
Bay Royal Apartments,"24- 28 Bay St, Byron Bay NSW 2481",(02) 6680 9187,apartments@bayroyal.com.au,http://www.bayroyal.com.au/
Astina Serviced Apartments,"7 / 9 Lethbridge St, Penrith NSW 2750",(02) 4722 8597,info@astina.com.au,http://astina.com.au/
Victoria Hotel,NA,(02) 6332 1252,sales@victoriahotelbathurst.com.au,http://www.victoriahotelbathurst.com.au/
Diggers Tavern,"30 Hyde St, Bellingen NSW 2454",(02) 6655 0007,info@diggerstavern.com.au,http://www.diggerstavern.com.au/
The Astra,"393 Argent St, Broken Hill NSW 2880",(08) 8087 5428,enquiries@theastra.com.au,http://www.theastra.com.au/
Hotel Queanbeyan,"59 Crawford St, Queanbeyan NSW 2620",(02) 6297 3299,toppub@pacific.net.au,http://www.hotelqbn.com.au/
London Hotel - Motel,"12 Mirrool St, Ardlethan NSW 2665",(02) 6978 2143,londonhotel@bigpond.com,http://www.london-hotel.com.au/
Goonellabah Tavern & Motel,"Bruxner Hwy, Goonellabah NSW 2480",(02) 6625 1290,info@gbahtavern.com.au,http://www.gbahtavern.com.au/
Twin Towers Inn,"260 Pacific Hwy, Artarmon NSW 2064",(02) 9439 1388,twintowers@bestwestern.com.au,https://www.twintowersinn.com.au/
Ulmarra Commercial Hotel,"2 Coldstream St, Ulmarra NSW 2462",(02) 6644 5437,ulmarra.hotel@bigpond.com,http://www.ulmarrahotel.com.au/
Hotel Coronation,"5-7 Park St, Sydney NSW 2000",(02) 9264 1464,hotelcoronation@bigpond.com,http://www.hotelcoronation.com.au/
Byron Central Apartments,"5-7 Byron St, Byron Bay NSW 2481",(02) 6680 7529,stay@byroncentral.com,http://www.byroncentral.com/
Royal Hotel-Motel,"84 George St, Singleton NSW 2330",(02) 6572 1194,paul@hynken.com.au,http://www.royalhotelsingleton.com.au/
Heritage Hotel Motel Dorrigo,"Cnr Hickory and Cudgery St, Dorrigo NSW 2453",(02) 6657 2016,contact@hotelmoteldorrigo.com.au,http://www.hotelmoteldorrigo.com.au/
Bundanoon Hotel,"Corner Erith Street and Ellsmore Road,, Bundanoon NSW 2578",(02) 4883 6005,info@bundanoonhotel.com.au,http://www.bundanoonhotel.com.au/
ISLAND LEISURE VILLAGE,"Fenninghams Island Rd, Anna Bay NSW 2316",(02) 4982 1207,stay@theisland.com.au,http://www.theisland.com.au/
Cessnock Vintage Motor Inn,"300 Maitland Rd, Cessnock NSW 2325",(02) 4990 9372,enquiries@cessnockvintage.com.au,http://www.cessnockvintage.com.au/
Shoalhaven Heads Hotel,"51 River Rd, Shoalhaven Heads NSW 2535",(02) 4448 7125,info@headshotel.com.au,http://www.headshotel.com.au/
Kings Hotel,"60 George St, Bathurst NSW 2795",(02) 6331 1852,kingsongeorge@hotmail.com,http://www.kingsongeorge.com.au/
Kootingal Hotel,"20 Gate St, Kootingal NSW 2352",(02) 6760 5173,info@kootingalhotel.com.au,http://www.kootingalhotel.com.au/
Commercial Hotel,"74 Walker St, Casino NSW 2470",(02) 6662 1007,commercialhotel@iinet.net.au,NA
Mulberry Vale,"10690 Menindee Rd, Broken Hill NSW 2880",(08) 8088 1597,mulberryvale@bigpond.com,http://www.mulberryvale.com/
De Vere Hotel,"44 - 46 Macleay St, Potts Point NSW 2011",(02) 9361 4591,info@devere.com.au,http://www.devere.com.au/
Ulladulla Guest House,"39 Burrill St, Ulladulla NSW 2539",(02) 4455 1796,info@guesthouse.com.au,http://www.guesthouse.com.au/
Ultimate Apartments Bondi Beach,"59 O'Brien St, Bondi Beach NSW 2026",(02) 9365 7969,info@apartmentsbondibeach.com,http://www.apartmentsbondibeach.com/
Armatree Hotel,"1 Merrigal St, Armatree NSW 2828",(02) 6848 5805,NA,http://www.armatreehotel.com.au/
The Kirketon Hotel,"229 Darlinghurst Rd, Darlinghurst NSW 2010",(02) 9332 2011,info@kirketon.com.au,http://www.kirketon.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Great Northern Hotel,"40 Elbow St, Kempsey NSW 2440",(02) 6562 4323,NA,http://www.gr8northern.com.au/
Kingscliff Accommodation,"80 Marine Parade, Kingscliff NSW 2487",(02) 6674 5744,NA,http://sunrisecove.com.au/
Terminus Hotel,"136 Crowley St, Temora NSW 2666",(02) 6978 0968,the-taylors1@bigpond.com,http://www.terminushoteltemora.com/
Pooncaire Hotel Motel,"Tarcoola St, Pooncarie NSW 2648",(03) 5029 5205,vivian.a@bigpond.com.au,NA
Bridges On Meninya Motel & Apartments,"38 Meninya St, Moama NSW 2731",(03) 5482 1885,bridgesonmeninya@bigpond.com,http://www.bridgesonmeninya.com.au/
Captain Cook Hotel,"1114 Botany Rd, Botany NSW 2019",(02) 9316 9019,reception@captaincookhotel.com.au,http://www.captaincookhotel.com.au/
Burwood Inn Hotel,"77 Berner St, Merewether NSW 2291",(02) 4963 5000,info@theburwood.com.au,http://theburwood.com.au/
Kiwarrak Country Retreat,"239 Half Chain Rd, Taree NSW 2430",(02) 6553 7391,stay@kiwarrakcountryretreat.com.au,http://kiwarrakcountryretreat.com.au/
Best Western PLUS Apollo International,"290 Pacific Hwy, Newcastle NSW 2300",(02) 4943 6733,stay@apollointernational.com.au,http://www.apollointernational.com.au/
Russell Hotel,"143A George St, The Rocks NSW 2000",(02) 9241 3543,info@therussell.com.au,http://www.therussell.com.au/
Grand Mercure The Vintage Hunter Valley,NA,(02) 4998 2222,H5740@grandmercurethevintage.com.au,http://www.grandmercurehuntervalley.com.au/
Bermagui Beach Hotel,"10 Lamont St, Bermagui NSW 2546",(02) 6493 4206,bermipub2@westnet.com.au,http://www.bermaguibeachhotel.com.au/
Eastwood Furnished Apartments,"Unit 2 2-4 May St, Eastwood NSW 2122",1300 030 001,eastwoodstay@gmail.com,http://www.eastwood-furnished-apartments.com.au/
Victoria Hotel,"384 Banna Ave, Griffith NSW 2680",(02) 6962 1299,victoriahotel1@bigpond.com,http://www.hotelvictoria.com.au/
Macleay Serviced Apartment Hotel,"28 Macleay St, Potts Point NSW 2011",(02) 9357 7755,reservations@themacleay.com,http://www.themacleay.com/
Hotel Beatty,"52 Park St, East Gresford NSW 2311",(02) 4938 9451,hotelbeatty@aapt.net.au,http://www.apvt.com.au/hotel-beatty
Appin Hotel,"84 Appin Rd, Appin NSW 2560",(02) 4631 1203,sales@appinhotel.com.au,http://appinhotel.com.au/
Billinudgel Hotel,"1 Wilfred St, Billinudgel NSW 2483",(02) 6680 1148,billipub@live.com,http://www.brunswickvalley.com.au/
Park Hyatt Sydney,"7 Hickson Rd, The Rocks NSW 2000",(02) 9241 1234,sydney.park@hyatt.com,http://www.sydney.park.hyatt.com/
Admirals Lodge,"4 Calendo Ct, Merimbula NSW 2548",(02) 6495 1121,NA,http://www.admiralslodge.com.au/
Commercial Hotel,"160 Merton St, Boggabri NSW 2382",(02) 6743 4371,info@boggabricommercial.com.au,http://www.boggabricommercial.com.au/
The Araluen Hotel,"5943 Araluen Rd, Araluen NSW 2622",(02) 4846 4023,araluenvalleyhotel@bigpond.com,http://www.araluenvalleyhotel.com/
Lue Hotel,NA,(02) 6373 6436,NA,http://www.luehotel.com.au/
Polly's Motel,"148 Marine Parade, Kingscliff NSW 2487",(02) 6674 2888,enquiries@pollysmotelkingscliff.com.au,http://www.pollysmotelkingscliff.com.au/
Jenolan Cabins,"42 Edith Rd, Oberon NSW 2787",(02) 6335 6239,justrelax@jenolancabins.com.au,http://www.jenolancabins.com.au/
Hermitage Hill Resort,"135 Maxwell St, Wellington NSW 2820",(02) 6845 4469,nigel@hermitagehill.com.au,http://www.hermitagehill.com.au/
Palace Hotel Broken Hill The,"227 Argent St, Broken Hill NSW 2880",(08) 8088 1699,info@thepalacehotelbrokenhill.com.au,http://thepalacehotelbrokenhill.com.au/
Rydges Sydney Airport Hotel,NA,(02) 9313 2500,reservations_sydneyairport@rydges.com,https://www.rydges.com/accommodation/sydney-nsw/sydney-airport
Great Western Hotel,"145- 147 Peisley St, Orange NSW 2800",(02) 6362 4055,greatwestern@live.com,http://www.thegreatwesternhotel.com.au/
The Olympic Lodge Narooma,"76 Princes Hwy, Narooma NSW 2546",NA,NA,NA
Ki-ea Apartments,"67 William St, Port Macquarie NSW 2444",(02) 6584 6466,info@ki-ea.com.au,http://www.ki-ea.com.au/
Family Hotel Tibooburra,"30 Briscoe St, Tibooburra NSW 2880",(08) 8091 3912,familyhotel.tib@bigpond.com,http://www.tibooburra.com.au/
WorldHotels,NA,1800 553 549,sydney@worldhotels.com,http://www.worldhotels.com/
Rydges Mount Panorama Bathurst,"1 Conrod Straight, Bathurst NSW 2795",(02) 6338 1888,rydges_bathurst@rydges.com,http://www.rydges.com/Bathurst
Capitol Square Hotel Sydney (managed by Rydges),"3 Campbell St, Sydney NSW 2000",(02) 9211 8633,reservations@capitolsquarehotel.com.au,http://www.rydges.com/capitolsquare
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
The Beachcomber Hotel,"200 Main Rd, Toukley NSW 2263",(02) 4397 1300,reservations@thebeachie.com.au,http://www.thebeachie.com.au/
Snow Goose Hotel Motel,NA,(02) 6454 2202,thesnowgoosehotel@bigpond.com,http://snowgoosehotelmotel.com.au/
Black Stump Hotel,NA,(02) 6965 4457,the.blackstumphotel@bigpond.com,http://blackstumphotel.blogspot.com.au/
Castlereagh Boutique Hotel,"169 Castlereagh St, Sydney NSW 2000",(02) 9284 1000,reservations@thecastlereagh.com.au,http://www.thecastlereagh.com.au/
Royal Hotel,"1 Darby Rd, Spring Ridge NSW 2343",(02) 6747 3933,archer.nicole@gmail.com,https://www.facebook.com/pg/Royal-Hotel-Spring-Ridge-1684607548442633/about/?ref=page_internal
Kelso Hotel/Motel Bathurst,"37 Sydney Rd, Bathurst NSW 2795",(02) 6331 6675,thekelso@bigpond.net.au,http://www.thekelsohotel.com/
Royal Oak Hotel Double Bay,"28 Bay St, Double Bay NSW 2028",(02) 9328 6308,lisa@royalhotels.com.au,http://royaloakdoublebay.com.au/
Imperial Hotel,"Cnr Brisbane and Marius St, Tamworth NSW 2340",(02) 6766 2613,NA,http://www.imperialhotel.com.au/
Royal Hotel,"220 MacQuarie Rd, Springwood NSW 2777",(02) 4751 1021,hotelroyal@bigpond.com,http://www.royalhotelspringwood.com.au/
Simpson Cottage,NA,NA,tara@simpsoncottage.com.au,http://www.simpsoncottagebundeena.com.au/
CH On Peel,NA,(02) 6766 2160,reservations@chonpeel.com.au,http://www.chonpeel.com.au/
Beaches Holiday Resort,"55 Pacific Dr, Port Macquarie NSW 2444",(02) 6584 4433,beaches@midcoast.com.au,http://www.beachesholidayresort.com.au/
Strathfield Private Hotel,"4 Churchill Ave, Strathfield NSW 2135",(02) 9746 0334,nicksoulos@optusnet.com.au,http://www.sphotel.com.au/
Trangie Imperial Hotel,NA,(02) 6888 7512,babaten@bigpond.net.au,http://www.trangieimperialhotel.com.au/
The Hills Lodge Hotel & Spa,"1 Salisbury Road Corner Windsor Rd, Castle Hill NSW 2154",(02) 9680 3800,bookings@hillslodge.com.au,http://www.hillslodge.com.au/
Watsons Bay Boutique Hotel,"1 Military Parade, Watsons Bay NSW 2030",(02) 9337 5444,info@watsonsbayhotel.com.au,http://watsonsbayhotel.com.au/contact
Travelodge Sydney,"27 Wentworth Ave, Sydney NSW 2000",1300 886 886,reservations@travelodge.com.au,http://www.travelodge.com.au/travelodge-sydney-hotel/home
Hastings Hotel,"12 High St, Wauchope NSW 2446",(02) 6586 1963,thehastingshotel@bigpond.com,https://www.facebook.com/HASTINGS-HOTEL-105003006204519
Union Hotel,NA,(02) 6948 2165,union@jolly-berries.com.au,http://unionhoteltumba.com.au/
Moruya Waterfront Hotel Motel,"1-5 Princes Hwy, Moruya NSW 2537",(02) 4474 4399,office@moruyawaterfront.com.au,http://www.moruyawaterfront.com.au/
InterContinental Sydney,"117 Macquarie St, Sydney NSW 2000",1800 001 036,NA,http://www.ichotelsgroup.com/intercontinental/en/gb/locations/overview/sydha?_IATA=99503714
Opal Cove Resort,"Opal Bvd, Coffs Harbour NSW 2450",(02) 6651 0510,res3@opalcove.com,http://www.opalcove.com.au/
Fraser Suites Sydney,"488 Kent St, Sydney NSW 2000",(02) 8823 8888,sales.sydney@frasershospitality.com,http://sydney.frasershospitality.com/
New Crown Hotel,"117 Lachlan St, Hay NSW 2711",(02) 6993 1600,office@newcrownhotel.com.au,http://www.newcrownhotel.com.au/
Leisure Inn Sydney Central,"28 - 30 Regent St,, Sydney NSW 2000",(02) 8023 3333,sydneycentral@leisureinnhotels.com,http://www.leisureinnhotels.com/
Jonah's Restaurant & Accommodation,"69 Bynya Rd, Palm Beach NSW 2108",NA,enquiries@jonahs.com.au,http://www.jonahs.com.au/
Adelaide Hotel,"Vulcan St, Moruya NSW 2537",(02) 4474 2084,adelaidehotel@bigpond.com,NA
Sydney Junction Hotel,"8 Beaumont St, Hamilton NSW 2303",(02) 4961 2537,staff@sjh.com.au,http://www.sjh.com.au/
Robertson Inn,"Illawarra Hwy, Robertson NSW 2577",(02) 4885 1202,info@robertsoninn.com.au,http://www.robertsoninn.com.au/
Quality Suites Pioneer Sands,NA,(02) 4252 1111,info@pioneersands.com.au,http://www.pioneersands.com.au/
Hampton Halfway Hotel Motel,"Jenolan Caves Rd, Hampton NSW 2790",(02) 6359 3302,info@hamptonhotelmotel.com.au,http://www.halfwayhotel.com/
Leisure Inn Spires,"100 Leura Mall, Leura NSW 2780",(02) 4784 4999,spires@leisureinnhotels.com,http://www.leisureinnhotels.com/
Railway Hotel,"157 Havannah St, Bathurst NSW 2795",(02) 6331 2964,judithharry140172@gmail.com,NA
Park8 Hotel,"185 Castlereagh St, Sydney NSW 2000",(02) 9283 2488,info@park8.com.au,http://www.park8.com.au/
Edinburgh Castle Hotel,"294 Pitt St, Sydney NSW 2000",(02) 9264 8616,edinburghcastle@solotel.com.au,http://www.edinburghcastlehotel.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
The Tank Stream,"St Giles Premier Hotel 97 Pitt St, Sydney NSW 2000",(02) 8222 1200,enquiry@tankstreamhotel.com,http://stgiles.com/hotels/australia/sydney/the-tank-stream
Lastminute.com.au (Australia) Pty Ltd,"Ste 1002/ 11-17 York St, Sydney NSW 2000",1300 132 799,experiences@lastminute.com.au,http://www.lastminute.com.au/
Shark Hotel,"127 Liverpool St, Sydney NSW 2000",(02) 9267 6364,info@sharkhotel.com.au,http://www.sharkhotel.com.au/
V Bar,"109- 111 Liverpool St, Sydney NSW 2000",(02) 9264 9188,info@vbar.com.au,http://www.vbar.com.au/
Song Hotel Sydney,"5-11 Wentworth Ave, Sydney NSW 2000",(02) 9264 2451,res.sydney@songhotels.com.au,https://songhotels.com.au/
The Pensione Hotel,"631- 635 George St, Haymarket NSW 2000",(02) 9265 8888,info@pensione.com.au,http://www.eighthotels.com/
790 On George,"790 George St, Haymarket NSW 2000",(02) 9080 1155,reservations@790ongeorge.com.au,http://790ongeorge.com.au/
Colombian Hotel,"117 Oxford St, Darlinghurst NSW 2010",(02) 9360 2151,robert@colombian.com.au,http://www.colombian.com.au/
Valentine On George,"21 Valentine St, Haymarket NSW 2000",(02) 9288 9888,info@valentineongeorge.com,http://www.valentineongeorge.com/
Adina Apartment Hotels,"2 Lee St, Haymarket NSW 2000",(02) 8396 9800,sydneycentral@adinahotels.com.au,https://www.adinahotels.com/hotel/sydney-central
Vulcan Hotel,"500 Wattle St, Ultimo NSW 2007",(02) 9211 3283,info@vulcanhotel.com.au,http://vulcanhotel.com.au/
Bounce Hotel,"28 Chalmers St, Surry Hills NSW 2010",(02) 9281 2222,info@bouncehostel.com.au,http://www.bouncehostel.com.au/
Manor House Boutique Hotel,"86 Flinders St, Darlinghurst NSW 2010",(02) 9380 6633,info@manorhouse.com.au,http://www.manorhouse.com.au/
Friend In Hand Pub,"58 Cowper St, Glebe NSW 2037",(02) 9660 2326,friend@friendinhand.com.au,http://friendinhand.com/
BookBoracayHotels.com,NA,0438 081 844,jon@bookboracayhotels.com,http://www.bookboracayhotels.com/
Veriu Suites Camperdown,"84-86 Paramatta Rd, Camperdown NSW 2050",(02) 9565 5051,camperdown@veriuhotels.com.au,http://veriucamperdown.com.au/
Royal Oak Hotel,"28 Bay St, Double Bay NSW 2028",(02) 9363 3935,lisa@royalhotels.com.au,http://www.royaloakdoublebay.com.au/
Garry Owen Hotel,"778 Darling St, Rozelle NSW 2039",(02) 9810 1082,garryowenhotel@gmail.com,http://www.garryowenhotel.com.au/
Racecourse Space,"Figtree Hall, 5 High Street, Kensington NSW 2033",(02) 9662 1832,res@hotelspace.com.au,http://www.hotelspace.com.au/contact-us
Hotel Urban St Leonards,"194 Pacific Highway (corner Bellevue Ave and Pacific Highway), Greenwich NSW 2065",(02) 9439 6000,stay@hotelurbanstleonards.com.au,https://www.hotelurban.com.au/
Bondi Beach House Accommodation,"28 Sir Thomas Mitchell Rd, Bondi Beach NSW 2026",0417 336 444,mail@bondibeachhouse.com.au,http://www.bondibeachhouse.com.au/
Palace Hotel,"62 Tennyson Rd, Mortlake NSW 2137",(02) 9743 6351,palacehotelmortlake@gmail.com,https://palacehotelmortlake.weebly.com/
Rydges Cronulla,"20- 26 The Kingsway, Cronulla NSW 2230",(02) 9527 3100,reservations_cronulla@rydges.com,http://www.rydges.com/cronulla
Oaks Hotels & Resorts,"89 The Entrance Rd, The Entrance NSW 2261",(02) 4334 8000,waterfront@theoaksgroup.com.au,http://www.minorhotels.com/en/oaks
The Bush Hut,"1 Fletcher St, Wentworth Falls NSW 2782",(02) 4757 1457,info@thebushhut.com.au,http://thebushhut.com.au/
Echoes Boutique Hotel & Restaurant Blue Mountains,"3 Lilianfels Ave, Katoomba NSW 2780",(02) 4782 1966,reservations@echoeshotel.com.au,http://www.echoeshotel.com.au/
Fitzroy Inn,"1 Ferguson Crst, Mittagong NSW 2575",(02) 4872 3457,fitzroyinn@bigpond.com,http://www.fitzroyinn.com.au/
Drawing Rooms Of Berry,"21 Wattamolla Rd, Berry NSW 2535",(02) 4464 3360,info@drawingrooms.com.au,http://www.drawingrooms.com.au/
Goosewing Cottage - Hunter Valley Accommodation,"1194 Mount View Rd, Mt View NSW 2325",(02) 4991 2495,stay@goosewingcottage.com.au,http://www.goosewingcottage.com.au/
Royal Oak Hotel,"221 Vincent St, Cessnock NSW 2325",(02) 4991 3700,info@royaloakhotelcessnock.com.au,http://www.royaloakhotelcessnock.com.au/
Hotel Cessnock,"234 Wollombi Rd, Cessnock NSW 2325",(02) 4991 4414,info@hotelcessnock.com.au,http://hotelcessnock.com.au/
Hunter Valley Cooperage Kelman Vineyards,"41 Oakey Ridge Lane, Cessnock NSW 2325",(02) 4990 1232,coopers@cooperage.com.au,http://www.huntervalleycooperage.com/
The Cooks Hill Hotel Newcastle,"35 Union St, Cooks Hill NSW 2300",(02) 4929 3463,info@thecookshillhotel.com.au,http://www.thecookshillhotel.com.au/
Villa Provence,"15 Gillards Rd, Pokolbin NSW 2320",0428 943 046,relax@villaprovence.com.au,http://www.villaprovence.com.au/
Archer Resort,NA,(02) 4421 5222,archer.resort@alhgroup.com.au,http://www.archerresort.com.au/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
H Boutique Hotel,"770 Mcdonalds Rd, Rothbury NSW 2320",(02) 4998 6969,stay@hboutiquehotel.com.au,http://www.hboutiquehotel.com.au/
Manzanilla Ridge,"442 Talga Rd, Rothbury NSW 2320",(02) 4930 9082,stay@manzanillaridge.com.au,http://manzanillaridge.com.au/
Blackthorn Hill Retreat,NA,NA,info@bhretreat.com,http://www.bhretreat.com/
Tanwarra Lodge B&B,"324 Hill End Rd, Sofala NSW 2795",(02) 6337 7537,tanwarralodge@bigpond.com,http://www.tanwarralodge.com/
Barrington Tops Accommodation,"1953 Chichester Dam Rd, Barrington Tops NSW 2422",0420 963 223,g_wells@bigpond.net.au,http://www.barringtontopsaccommodation.com.au/
Diamond Beach Resort,NA,(02) 6559 2664,info@diamondbeachresort.com,http://www.diamondbeachresort.net/
Escape at Nobbys,"74 Pacific Dr, Port Macquarie NSW 2444",(02) 6584 6006,info@escapeatnobbys.com.au,http://www.escapeatnobbys.com.au/
ibis Styles Port Macquarie,"1 Stewart St, Port Macquarie NSW 2444",(02) 6583 1200,reservations@hwboutique.com.au,http://ibisstylespm.com.au/
The Federal Hotel,"28 Bombala St, Nimmitabel NSW 2631",NA,info@hotelfederal.com,http://www.hotelfederal.com/
Bernti's Mountain Inn,"4 Mowamba Pl, Thredbo Village NSW 2625",(02) 6457 6332,reservations@berntis.com.au,http://www.berntis.com.au/
Yamba Norfolk Motel,"Cnr Wooli and River Streets, Yamba NSW 2464",(02) 6646 1860,info@norfolkmotelyamba.com.au,http://www.norfolkmotelyamba.com.au/
Comfort Inn Centrepoint,NA,(02) 6621 8877,reservations@choicehotels.com.au,https://www.choicehotels.com.au/en/comfort-inn-centrepoint-lismore-hotel-au136
Glamhotels.com,NA,NA,support@glamhotels.com,http://www.glamhotels.com/
Atlantic Byron Bay,"13 Marvel St, Byron Bay NSW 2481",(02) 6685 5118,info@atlanticbyronbay.com.au,http://www.atlanticbyronbay.com.au/
Bay Retreat The,NA,(02) 6684 4240,info@thebayretreats.com,http://www.thebayretreats.com/
Shambhala,"14 Childe St, Byron Bay NSW 2481",1800 742 624,enquiries@shambhala.org.au,http://www.shambhala.org.au/
Ayindi Beach Retreat,"166 Lighthouse Rd, Byron Bay NSW 2481",(02) 9968 1995,lucy@byronbayretreat.com.au,http://www.ayindi.com/
Next Hotels & Resorts,NA,NA,karen.levin@nextstory.com,http://nexthotels.com/
BreakFree on Clarence,"193-195 Clarence St, Sydney NSW 2000",(02) 8017 8888,clarence.res@breakfree.com.au,http://www.breakfreeonclarence.com.au/
Oaks Trafalgar,"361 Kent St, Sydney NSW 2000",NA,trafalgar@theoaksgroup.com.au,http://www.oakshotelsresorts.com/
Meriton,"95 Liverpool St, Sydney NSW 2000",(02) 8263 7500,stay@meriton.net.au,http://www.meritonapartments.com.au/
Siteminder,"4 200 George St, Sydney NSW 2000",1300 736 198,sales@siteminder.com.au,http://www.siteminder.com/
The Booking Button,"200 George St, Sydney NSW 2000",1300 736 196,enquiries@siteminder.com,http://www.thebookingbutton.com/
City Central Backpackers,"707A George St, Haymarket NSW 2000",(02) 9211 9999,manager@ccbackpack.com.au,http://www.ccbackpack.com.au/
Abey Hotel,"208 Riley St, Surry Hills NSW 2010",(02) 8070 7888,info@abeyhotel.com.au,http://abeyhotel.com.au/
Oxford Hotel,"134 Oxford St, Darlinghurst NSW 2010",(02) 9331 3467,info@theoxfordhotel.com.au,http://www.theoxfordhotel.com.au/
Highfield Hotel,"166 Victoria St, Kings Cross NSW 2011",(02) 9326 9539,bookings@highfieldhotel.com.au,http://www.highfieldhotel.com/
The Bayswater Sydney,"17 Bayswater Rd, Kings Cross NSW 2011",(02) 8070 0100,reception@thebayswatersydney.com.au,http://www.sydneylodges.com/
Parkview Hotel Sydney,"253 Broadway, Sydney NSW 2007",(02) 9566 2111,info@hotelparkview.com,http://www.hotelparkview.com/
Central Railway Hotel,"240 Chalmers St, Sydney NSW 2000",(02) 9319 7800,reservations@centralrailwayhotel.com,http://www.centralrailwayhotel.com/
QuirQy,"39 Emanuel Lane, Rosebery NSW 2018",1300 921 955,info@quirqy.com,http://www.quirqy.com/
Park Regis Concierge Apartments,"287 Military Rd, Cremorne NSW 2090",1800 136 922,concierge@parkregishotels.com,http://www.parkregishotels.com/
St Leonards Mansions,"7 Park Rd, St Leonards NSW 2065",(02) 9439 6999,bookings@themansions.com.au,http://www.themansions.com.au/
Oxford Tavern,"1 New Canterbury Rd, Petersham NSW 2049",(02) 9550 9900,theoxfordtavern@drinkndine.com.au,http://theoxfordtavern.com.au/
Royal Hotel Randwick,"Cuthill St, Randwick NSW 2031",(02) 9399 3006,royhotel@bigpond.net.au,http://www.royalhotel-sydney.com/
Bayshore Bungalows Byron Bay,NA,(02) 6685 5693,enquiries@bayshorebungalows.com.au,http://www.bayshorebungalows.com.au/
Longueville Hotel,"80 Longueville Rd, Lane Cove NSW 2066",(02) 9427 2021,info@longuevillehotel.com,http://longuevillehotel.com/
Charrington Of Chatswood Hotel,"22 Centennial Ave, Chatswood NSW 2067",(02) 9419 8461,charrington_hotel@hotmail.com,http://www.charringtonhotel.com.au/
Mango Jam Manly,NA,NA,kathy@mjm.net.au,http://www.mangojammanly.com/
"Travelodge Hotel Macquarie North Ryde, Sydney","81 Talavera Rd, Macquarie Park NSW 2113",(02) 8874 5200,macquarie@travelodge.com.au,https://www.travelodge.com.au/hotel/macquarie-north-ryde-sydney
Rydges Bankstown,"874 Hume Hwy, Bass Hill NSW 2197",(02) 8707 2800,reservations_bankstown@rydges.com,http://www.rydges.com/bankstown
Blue Gum Cottage on Bay,"18 Kallaroo Rd, Bensville NSW 2251",NA,mcknight2008@optusnet.com.au,https://www.facebook.com/tranquilityonthebay
Bermuda Motor Inn - Gosford,"303 Henry Parry Dr, Wyoming NSW 2250",(02) 8006 1224,stuart@bookcentralcoast.com.au,http://www.bookcentralcoast.com.au/
Ivanhoe Hotel,"Great Western Hwy, Blackheath NSW 2785",(02) 4787 8158,info@bluemountainsbudget.com,http://www.bluemountainsbudget.com/
Mercure Lake Macquarie Raffertys Resort,"1 Wild Duck Drv Via Rafferty's Rd, Cams Wharf NSW 2281",(02) 4972 5555,reservations@raffertysresort.com.au,http://raffertysresort.rtrk.com.au/
The Alexander Hotel,"216 Vincent St, Cessnock NSW 2325",(02) 4990 1070,info@railwayhotelcessnock.com.au,http://www.railwayhotelcessnock.com.au/
Quality Hotel NOAH'S On the Beach,"1 Shortland Esplanade, Newcastle East NSW 2300",(02) 4929 5181,reservations@choicehotels.com.au,https://www.choicehotels.com.au/en/quality-hotel-noahs-on-the-beach-newcastle-hotel-au148
Silverpoint Accommodation,"217 Deasys Rd, Pokolbin NSW 2320",NA,reservations@silverpoint.net.au,http://www.silverpoint.net.au/
Robert & Margaret Morris,"1 Icely St, Canowindra NSW 2804",(02) 6344 1829,contact@belubulacottagecanowindra.com.au,http://www.belubulacottagecanowindra.com.au/
Quality Inn Dubbo International,"165 Whylandra St, Dubbo NSW 2830",(02) 6882 4777,reservations@qualityinndubbo.com.au,http://www.qualityinndubbo.com.au/
Bimblegumbie,"942 Alpine Way, Thredbo Valley NSW 2627",(02) 6456 2185,relax@bimblegumbie.com.au,http://www.bimblegumbie.com.au/
Hotel Granya,"3100 Murray River Rd, Granya NSW 3701",(02) 6072 9548,mfabik@skymesh.com.au,http://www.granyastore.com.au/
Mill Lodge Yanco,"13 Main Ave, Yanco NSW 2703",NA,psieders@bigpond.com,http://www.leetonaccommodation.com.au/
Quality Inn Grafton,"51 Fitzroy St, Grafton NSW 2460",(02) 6640 9100,qualityinngrafton@bigpond.com,http://www.qualityinngrafton.com.au/
Roches Family Hotel,"85 Victoria St, Grafton NSW 2460",(02) 6642 2866,general@roches.com.au,http://www.roches.com.au/
Rutherglen Accomodation,"44 Reid St, Rutherglen NSW 3685",1800 761 308,marazionvilla@bigpond.com,http://www.rutherglenaccommodation.com.au/
Lightning Ridge Outback Resort & Caravan Park,"Onyx St, Lightning Ridge NSW 2834",(02) 6829 0304,info@ridgehotelmotel.com.au,http://www.ridgehotelmotel.com.au/
